Lizard,year,date,aggression,boldness,sex,avgmass,trialnum,assayyear,yrsinsite,avgbothNymph_Larva,avgtotal
2,2015,10/6/2015,5,-0.195732794,0,755.6,1,1,1,6,8
2,2015,10/21/2015,5,-1.4138571,0,755.6,2,1,1,5.333333333,7.333333333
2,2015,11/4/2015,5,-1.007815665,0,755.6,3,1,1,5,7.25
13,2015,10/7/2015,2,-2.22593997,1,705,1,1,1,4.5,5
13,2015,10/22/2015,2,-0.60177423,1,705,2,1,1,4,4.333333333
13,2015,11/6/2015,2,0.210308641,1,705,3,1,1,3,4
13,2017,9/19/2017,3,-1.753034488,1,681.6666667,1,2,3,0,2
13,2017,10/2/2017,5,1.463141109,1,681.6666667,2,2,3,106,108
13,2017,11/28/2017,5,0.927111843,1,681.6666667,3,2,3,77.16666667,78.33333333
24,2014,10/15/2014,5,1.990264129,1,572.5,1,1,1,0,4
24,2014,11/11/2014,5,1.029086702,1,572.5,2,1,1,0,4.25
24,2015,9/28/2015,5,1.022391511,1,669.4,1,2,2,1,3.5
24,2015,10/13/2015,5,0.616350076,1,669.4,2,2,2,1.333333333,5.333333333
24,2015,10/27/2015,5,0.616350076,1,669.4,3,2,2,2,5.75
102,2014,10/15/2014,3,1.029086702,0,660,1,1,1,7.5,10
102,2014,11/11/2014,5,1.029086702,0,660,2,1,1,6.75,9.5
102,2015,10/1/2015,9,0.616350076,0,661.6,1,2,2,0.5,5
102,2015,10/16/2015,3,0.616350076,0,661.6,2,2,2,0.666666667,4
102,2015,10/30/2015,9,0.616350076,0,661.6,3,2,2,0.75,3.75
121,2015,10/21/2015,11,0.616350076,1,697,1,1,1,0,3
121,2015,11/4/2015,5,-0.60177423,1,697,2,1,1,0,2
877,2015,10/5/2015,11,0.616350076,0,647,1,1,1,0,2
877,2015,10/21/2015,11,-1.819898535,0,647,2,1,1,0,1.666666667
877,2015,11/4/2015,11,-0.195732794,0,647,3,1,1,0,1.5
927,2017,9/25/2017,2,-0.144946689,0,657.8,1,1,1,0,1
927,2017,10/9/2017,2,-0.144946689,0,657.8,2,1,1,0,1
927,2017,12/5/2017,5,-1.753034488,0,657.8,3,1,1,0.166666667,1
1001,2017,9/25/2017,2,-1.217005222,0,797.4,1,1,1,0,5
1001,2017,10/9/2017,1,0.927111843,0,797.4,2,1,1,0,5
1001,2017,12/4/2017,3,0.927111843,0,797.4,3,1,1,0,3.5
1247,2016,11/21/2016,1,1.232984704,1,589.6666667,1,1,1,5,6.5
1247,2017,9/21/2017,5,1.463141109,1,602.5,1,2,2,0,2
1247,2017,10/4/2017,2,1.463141109,1,602.5,2,2,2,1,2.5
1247,2017,11/30/2017,5,-0.144946689,1,602.5,3,2,2,0.666666667,1.333333333
2368,2010,10/20/2010,11,1.141746454,1,787,1,1,1,27.75,28
2368,2010,10/31/2010,11,1.141746454,1,787,2,1,1,26.2,26.4
2368,2010,11/21/2010,11,1.141746454,1,787,3,1,1,20.14285714,20.42857143
2368,2011,10/12/2011,11,NA,1,812,1,2,2,0,1
2368,2011,11/4/2011,8,NA,1,812,2,2,2,0,0.75
2378,2014,10/16/2014,11,1.990264129,1,736.6666667,1,1,1,3,3.5
2378,2014,11/13/2014,11,0.067909275,1,736.6666667,2,1,1,3,3.75
2378,2016,11/24/2016,5,0.093968811,1,714.3333333,1,2,3,0,1.666666667
2378,2017,9/22/2017,11,-0.144946689,1,727.6,1,3,4,0,0
2378,2017,10/5/2017,1,-0.144946689,1,727.6,2,3,4,0,0
2378,2017,12/4/2017,11,-0.144946689,1,727.6,3,3,4,0,0.333333333
2408,2010,9/18/2010,5,-0.100032167,1,756.6666667,1,1,1,0.666666667,4
2408,2010,10/6/2010,5,-0.100032167,1,756.6666667,2,1,1,3.8,6.4
2408,2010,11/8/2010,5,1.141746454,1,756.6666667,3,1,1,8.625,10.375
2408,2011,9/23/2011,4,NA,1,729.2857143,1,2,2,1,5.5
2408,2011,10/17/2011,5,NA,1,729.2857143,2,2,2,1.25,5.25
2408,2011,11/20/2011,5,NA,1,729.2857143,3,2,2,2.285714286,7.285714286
2408,2014,10/14/2014,5,1.990264129,1,721.6666667,1,3,5,3,15.5
2408,2014,11/11/2014,5,1.990264129,1,721.6666667,2,3,5,3,15
2408,2015,10/7/2015,5,-1.007815665,1,773.2,1,4,6,0,8.5
2408,2015,10/14/2015,5,1.022391511,1,773.2,2,4,6,0,8.666666667
2408,2015,10/22/2015,9,1.022391511,1,773.2,3,4,6,0,8.666666667
2408,2016,9/22/2016,5,1.232984704,1,738.8333333,1,5,7,3,5
2408,2016,10/5/2016,5,1.802492651,1,738.8333333,2,5,7,9.5,11
2408,2016,11/14/2016,5,1.802492651,1,738.8333333,3,5,7,23.6,25
2408,2017,9/22/2017,5,1.463141109,1,766.8,1,6,8,11,14
2408,2017,10/5/2017,2,1.463141109,1,766.8,2,6,8,20,23
2408,2017,12/4/2017,5,1.463141109,1,766.8,3,6,8,12,14
3549,2010,9/29/2010,2,-1.341810787,0,766.25,1,1,1,0.25,1.25
3549,2010,10/21/2010,3,1.141746454,0,766.25,2,1,1,0.166666667,1
3549,2010,11/21/2010,8,-1.341810787,0,766.25,3,1,1,0.666666667,1.444444444
4997,2010,9/25/2010,3,-0.100032167,1,675.8333333,1,1,1,0.5,2.25
4997,2010,10/17/2010,3,-1.341810787,1,675.8333333,2,1,1,0.333333333,1.666666667
4997,2010,11/18/2010,1,1.141746454,1,675.8333333,3,1,1,0.555555556,1.444444444
4997,2011,9/26/2011,3,NA,1,666.25,1,2,2,0,0.666666667
4997,2011,10/23/2011,3,NA,1,666.25,2,2,2,0,0.666666667
4997,2011,11/19/2011,5,NA,1,666.25,3,2,2,0,0.5
4997,2015,9/29/2015,5,-0.195732794,1,697,1,3,6,0,0
4997,2015,10/14/2015,5,1.022391511,1,697,2,3,6,0,0
4997,2015,10/28/2015,5,-1.819898535,1,697,3,3,6,0,0
4997,2016,9/26/2016,5,1.232984704,1,645.1666667,1,4,7,1,1
4997,2016,10/6/2016,5,1.802492651,1,645.1666667,2,4,7,1.5,1.5
4997,2016,11/16/2016,2,1.802492651,1,645.1666667,3,4,7,0.6,1
4997,2017,9/19/2017,2,1.463141109,1,625.3333333,1,5,8,2,3
4997,2017,10/2/2017,5,1.463141109,1,625.3333333,2,5,8,3.5,4.5
4997,2017,11/28/2017,8,1.463141109,1,625.3333333,3,5,8,1.666666667,2.666666667
7618,2015,10/27/2015,11,0.616350076,0,815,1,1,1,0,1
9164,2010,9/13/2010,5,-0.100032167,NA,797.5,1,1,1,0,2.333333333
9164,2010,10/17/2010,4,-0.720921477,NA,797.5,2,1,1,0,1.333333333
9164,2010,11/29/2010,8,-1.341810787,NA,797.5,3,1,1,0.1,1
9164,2011,9/15/2011,5,NA,NA,785.625,1,2,2,4,6
9164,2011,10/16/2011,6,NA,NA,785.625,2,2,2,2.6,4
9164,2011,11/6/2011,4,NA,NA,785.625,3,2,2,2,3.428571429
9170,2010,9/26/2010,3,-0.720921477,1,741.5,1,1,1,1.5,5
9170,2010,10/19/2010,3,0.520857144,1,741.5,2,1,1,2.25,4.25
9170,2010,12/2/2010,3,1.141746454,1,741.5,3,1,1,4.625,5.75
9170,2011,9/14/2011,5,NA,1,751.875,1,2,2,0,3.5
9170,2011,10/7/2011,5,NA,1,751.875,2,2,2,0,1.75
9170,2011,10/29/2011,3,NA,1,751.875,3,2,2,0.166666667,1.333333333
9170,2011,11/20/2011,5,NA,1,751.875,4,2,2,0.125,1
9268,2010,10/21/2010,11,-0.100032167,1,882.5,1,1,1,0,1
9268,2010,11/22/2010,11,1.141746454,1,882.5,2,1,1,0,0.8
9268,2010,12/3/2010,3,-1.341810787,1,882.5,3,1,1,0,0.833333333
9268,2011,9/20/2011,4,NA,1,877.5,1,2,2,1.333333333,2
9268,2011,10/1/2011,11,NA,1,877.5,2,2,2,1.25,1.75
9268,2011,10/24/2011,11,NA,1,877.5,3,2,2,1.666666667,2
9268,2011,11/16/2011,2,NA,1,877.5,4,2,2,1.375,1.625
9268,2015,9/29/2015,5,0.210308641,1,832.8,1,3,6,0,1
9268,2015,10/14/2015,5,-0.195732794,1,832.8,2,3,6,0,1.333333333
9268,2015,10/28/2015,11,-1.007815665,1,832.8,3,3,6,0,1.25
9268,2016,11/24/2016,11,-1.045047082,1,817,1,4,7,0,2.5
9268,2017,12/5/2017,2,0.927111843,1,881,1,5,8,3,4
9291,2010,9/15/2010,11,-0.720921477,1,700.4166667,1,1,1,1.333333333,1.333333333
9291,2010,10/7/2010,11,-0.720921477,1,700.4166667,2,1,1,4,4
9291,2010,10/30/2010,11,-0.720921477,1,700.4166667,3,1,1,5.428571429,5.428571429
9291,2011,9/11/2011,11,NA,1,719.4444444,1,2,2,0.333333333,1.333333333
9291,2011,10/3/2011,11,NA,1,719.4444444,2,2,2,0.2,0.8
9291,2011,10/26/2011,11,NA,1,719.4444444,3,2,2,0.142857143,0.714285714
9291,2011,11/15/2011,11,NA,1,719.4444444,4,2,2,0.333333333,0.888888889
9291,2014,10/16/2014,11,0.067909275,1,631,1,3,5,0,1
9291,2014,11/12/2014,11,-0.893268152,1,631,2,3,5,0,1
9291,2017,9/20/2017,11,1.463141109,1,597,1,4,8,0,1
9291,2017,10/3/2017,11,1.463141109,1,597,2,4,8,0,0.5
9291,2017,11/29/2017,11,1.463141109,1,597,3,4,8,0.166666667,0.666666667
9310,2010,9/15/2010,11,-1.962700097,1,782.9166667,1,1,1,105,105
9310,2010,10/7/2010,11,0.520857144,1,782.9166667,2,1,1,123,123
9310,2010,10/30/2010,11,1.141746454,1,782.9166667,3,1,1,126.1428571,126.1428571
9310,2011,9/12/2011,2,NA,1,778.8888889,1,2,2,0,1
9310,2011,10/3/2011,11,NA,1,778.8888889,2,2,2,0.6,1.2
9310,2011,10/26/2011,11,NA,1,778.8888889,3,2,2,0.857142857,1.285714286
9310,2011,11/5/2011,8,NA,1,778.8888889,4,2,2,0.875,1.375
9319,2010,9/14/2010,3,-0.720921477,0,820.4166667,1,1,1,0,0.666666667
9319,2010,10/17/2010,3,-0.720921477,0,820.4166667,2,1,1,0,0.333333333
9319,2010,11/7/2010,3,-0.100032167,0,820.4166667,3,1,1,0,0.5
9319,2011,9/26/2011,3,NA,0,867.5,1,2,2,0.333333333,0.333333333
9319,2011,10/13/2011,2,NA,0,867.5,2,2,2,0.2,0.6
9319,2011,11/3/2011,2,NA,0,867.5,3,2,2,0.285714286,1
9331,2015,10/1/2015,3,1.022391511,1,765,1,1,1,2.5,8.5
9331,2015,10/16/2015,5,1.022391511,1,765,2,1,1,3,8.666666667
9331,2015,10/30/2015,5,-1.819898535,1,765,3,1,1,3.25,8.25
9362,2011,10/12/2011,5,NA,0,663,1,1,1,0,0.5
9362,2011,11/19/2011,8,NA,0,663,2,1,1,0.2,0.4
9362,2015,10/8/2015,5,0.210308641,0,637.8,1,2,5,0,1.5
9362,2015,10/22/2015,5,0.616350076,0,637.8,2,2,5,0,1.666666667
9362,2015,11/6/2015,5,0.210308641,0,637.8,3,2,5,0,1.5
9363,2010,9/16/2010,5,-0.720921477,0,758.75,1,1,1,0,1.666666667
9363,2010,9/28/2010,5,-0.100032167,0,758.75,2,1,1,0,1.25
9363,2010,12/3/2010,3,-1.341810787,0,758.75,3,1,1,0.5,1.1
9363,2011,9/14/2011,3,NA,0,766.875,1,2,2,0,2
9363,2011,10/7/2011,5,NA,0,766.875,2,2,2,0,1.25
9363,2011,11/20/2011,5,NA,0,766.875,4,2,2,0.5,1.625
9363,2015,9/30/2015,5,0.616350076,0,663.75,1,3,6,1,3
9363,2015,10/15/2015,5,0.616350076,0,663.75,2,3,6,0.666666667,3.333333333
9363,2015,10/29/2015,5,0.616350076,0,663.75,3,3,6,0.75,3.5
9363,2017,9/19/2017,2,0.927111843,0,699.5,1,4,8,0,1
9363,2017,10/2/2017,5,-0.680975956,0,699.5,2,4,8,46.5,47.5
9363,2017,11/28/2017,5,-0.144946689,0,699.5,3,4,8,51.16666667,52
9366,2016,9/23/2016,5,0.093968811,0,750.3333333,1,1,1,2,4
9366,2016,10/2/2016,5,-1.045047082,0,750.3333333,2,1,1,1,3
9366,2016,11/14/2016,5,-0.475539135,0,750.3333333,3,1,1,7.6,9.2
9367,2014,10/15/2014,5,0.067909275,1,780,1,1,1,1,2.5
9367,2014,11/11/2014,5,1.029086702,1,780,2,1,1,0.75,2.25
9367,2015,9/29/2015,5,1.022391511,1,803.2,1,2,2,0,1.5
9367,2015,10/14/2015,5,1.022391511,1,803.2,2,2,2,0,2.333333333
9367,2015,10/28/2015,5,1.022391511,1,803.2,3,2,2,0,2
9367,2016,9/22/2016,5,-0.475539135,1,778.5,1,3,3,4,7
9367,2016,10/5/2016,5,0.663476758,1,778.5,2,3,3,9,12.5
9367,2016,11/15/2016,5,0.663476758,1,778.5,3,3,3,28.2,31.4
9367,2017,9/21/2017,5,-1.217005222,1,775.1666667,1,4,4,0,3
9367,2017,10/4/2017,5,-0.680975956,1,775.1666667,2,4,4,0.5,5
9367,2017,11/30/2017,8,-0.144946689,1,775.1666667,3,4,4,0.833333333,3.5
9369,2011,9/20/2011,3,NA,1,720,1,1,1,0,0
9369,2011,10/12/2011,5,NA,1,720,2,1,1,0,0
9369,2011,11/4/2011,5,NA,1,720,3,1,1,0,0
9370,2015,10/20/2015,9,0.210308641,1,740.6666667,1,1,1,0,4
9370,2015,11/3/2015,5,-1.4138571,1,740.6666667,2,1,1,3,7
9370,2016,10/1/2016,4,0.093968811,1,668.6666667,1,2,2,3,3
9370,2016,10/9/2016,5,-1.614555029,1,668.6666667,2,2,2,3.5,4
9370,2016,11/22/2016,5,-1.614555029,1,668.6666667,3,2,2,2.4,3
9370,2017,9/25/2017,5,0.927111843,1,712.6,1,3,3,0,4
9370,2017,10/9/2017,5,-0.144946689,1,712.6,2,3,3,2,4.5
9370,2017,12/5/2017,5,-0.680975956,1,712.6,3,3,3,0.666666667,3.166666667
9372,2010,8/28/2010,5,-0.100032167,1,727.0833333,1,1,1,0,9
9372,2010,9/14/2010,5,-0.100032167,1,727.0833333,2,1,1,0,6
9372,2010,10/9/2010,4,1.141746454,1,727.0833333,3,1,1,1.2,5
9372,2011,9/22/2011,5,NA,1,745,1,2,2,15.5,17
9372,2011,10/16/2011,2,NA,1,745,2,2,2,13.75,14.5
9372,2011,11/18/2011,5,NA,1,745,3,2,2,11.14285714,11.57142857
9372,2014,10/15/2014,3,1.990264129,1,740,1,3,5,6,10
9372,2014,11/11/2014,3,1.990264129,1,740,2,3,5,5.666666667,10.33333333
9372,2016,9/23/2016,5,0.093968811,1,748,1,4,7,4,8
9372,2016,10/2/2016,10,0.663476758,1,748,2,4,7,7.5,11.5
9372,2016,11/14/2016,5,1.802492651,1,748,3,4,7,5.8,9.2
9372,2017,9/22/2017,3,1.463141109,1,753.8,1,5,8,0,5
9372,2017,10/5/2017,8,1.463141109,1,753.8,2,5,8,1.5,7
9372,2017,12/4/2017,5,1.463141109,1,753.8,3,5,8,1.166666667,5.5
9390,2010,9/17/2010,11,-0.720921477,1,846.25,1,1,1,41.33333333,42
9390,2010,10/10/2010,8,0.520857144,1,846.25,2,1,1,70,70.6
9390,2010,11/1/2010,5,-0.720921477,1,846.25,3,1,1,60.28571429,60.71428571
9390,2011,9/13/2011,11,NA,1,829.4444444,1,2,2,17.66666667,24.66666667
9390,2011,10/6/2011,8,NA,1,829.4444444,2,2,2,16,20.4
9390,2011,10/28/2011,8,NA,1,829.4444444,3,2,2,17.14285714,20.85714286
9390,2011,11/18/2011,8,NA,1,829.4444444,4,2,2,14.66666667,17.88888889
9390,2014,11/12/2014,11,-0.893268152,1,815,1,3,5,19,25
9390,2014,11/25/2014,5,-0.893268152,1,815,2,3,5,19,25
9390,2016,9/22/2016,5,0.093968811,1,783.5,1,4,7,14,14
9390,2016,10/7/2016,5,0.663476758,1,783.5,2,4,7,22.5,23
9390,2016,11/17/2016,5,-1.045047082,1,783.5,3,4,7,18.2,19.2
9390,2017,9/19/2017,2,-0.144946689,1,822.6666667,1,5,8,12,16
9390,2017,10/2/2017,5,-1.217005222,1,822.6666667,2,5,8,16.5,21
9390,2017,11/28/2017,5,-0.680975956,1,822.6666667,3,5,8,12.16666667,14.5
9519,2015,9/29/2015,5,-0.60177423,0,835.4,1,1,1,0,3.5
9519,2015,10/14/2015,9,1.022391511,0,835.4,2,1,1,0,3
9519,2015,10/28/2015,1,1.022391511,0,835.4,3,1,1,0.25,3
9532,2010,9/14/2010,9,-0.720921477,0,726.6666667,1,1,1,0,0.666666667
9532,2010,10/9/2010,5,-0.100032167,0,726.6666667,2,1,1,0,0.4
9532,2010,10/29/2010,9,0.520857144,0,726.6666667,3,1,1,0,0.285714286
9532,2011,9/22/2011,3,NA,0,768.8888889,1,2,2,49.75,50.5
9532,2011,10/16/2011,3,NA,0,768.8888889,2,2,2,36.83333333,37.5
9532,2011,11/5/2011,2,NA,0,768.8888889,3,2,2,29.25,30
9532,2014,10/15/2014,11,-0.893268152,0,683,1,3,5,1,6
9532,2014,11/11/2014,3,-0.893268152,0,683,2,3,5,1,5.333333333
9532,2017,9/20/2017,2,0.391082577,0,754,1,4,8,0,1
9532,2017,10/3/2017,5,-1.753034488,0,754,2,4,8,0,1
9532,2017,11/29/2017,2,-1.217005222,0,754,3,4,8,0,0.666666667
9963,2014,10/16/2014,5,1.029086702,NA,699.1666667,1,1,1,1.5,2
9963,2014,11/12/2014,5,-0.893268152,NA,699.1666667,2,1,1,2.25,4.5
10029,2014,10/14/2014,8,1.990264129,0,684.1666667,1,1,1,3,8
10029,2014,11/11/2014,11,1.990264129,0,684.1666667,2,1,1,3,7
10029,2015,9/28/2015,2,1.022391511,0,668,1,2,2,5.5,9.5
10029,2015,10/13/2015,5,1.022391511,0,668,2,2,2,5,7.666666667
10029,2015,10/27/2015,5,1.022391511,0,668,3,2,2,4.75,6.75
10029,2016,9/22/2016,11,0.093968811,0,715.3333333,1,3,3,19,22
10029,2016,10/7/2016,5,0.093968811,0,715.3333333,2,3,3,54.5,57.5
10029,2016,11/17/2016,5,0.663476758,0,715.3333333,3,3,3,42.8,45.4
10029,2017,9/28/2017,5,1.463141109,0,578.6,1,4,4,26,28
10029,2017,10/10/2017,5,-0.144946689,0,578.6,2,4,4,35,38
10029,2017,12/6/2017,7,1.463141109,0,578.6,3,4,4,41.33333333,43.66666667
10039,2010,10/5/2010,4,1.762635764,0,677.7272727,1,1,1,9.4,9.8
10039,2010,10/27/2010,10,1.141746454,0,677.7272727,2,1,1,9.428571429,9.714285714
10039,2010,11/19/2010,8,1.141746454,0,677.7272727,3,1,1,8.777777778,9.222222222
10039,2011,9/15/2011,8,NA,0,782.5,1,2,2,1.5,5
10039,2011,10/14/2011,5,NA,0,782.5,2,2,2,1.8,3.2
10039,2011,11/20/2011,5,NA,0,782.5,3,2,2,2.25,3.5
10167,2014,10/15/2014,10,0.067909275,0,546,1,1,1,0,0.5
10167,2014,11/20/2014,10,0.067909275,0,546,2,1,1,0,0.25
10167,2015,10/8/2015,9,0.210308641,0,565,1,2,2,0.5,3
10424,2010,11/7/2010,10,0.520857144,1,658.3333333,1,1,1,0,1.5
10424,2010,11/20/2010,8,1.141746454,1,658.3333333,2,1,1,0,1
10424,2010,11/30/2010,8,1.141746454,1,658.3333333,3,1,1,0,0.75
10424,2011,10/13/2011,5,NA,1,704,1,2,2,0,0
10424,2011,11/3/2011,8,NA,1,704,2,2,2,0,0
10424,2014,11/12/2014,11,0.067909275,1,627.5,1,3,5,0,1
10424,2014,11/25/2014,11,0.067909275,1,627.5,2,3,5,0,1
10424,2017,12/8/2017,2,-0.144946689,1,653.5,1,4,8,0,1
10509,2010,9/24/2010,5,-0.720921477,0,715,1,1,1,0,1
10509,2010,10/16/2010,3,-0.720921477,0,715,2,1,1,0.5,1.166666667
10509,2010,11/8/2010,3,-0.100032167,0,715,3,1,1,1.375,2
10657,2015,9/28/2015,9,-0.60177423,1,689,1,1,1,4,6.5
10657,2015,10/13/2015,5,1.022391511,1,689,2,1,1,4.666666667,6.666666667
10657,2015,10/28/2015,5,1.022391511,1,689,3,1,1,4.5,6.25
10658,2014,10/16/2014,5,1.990264129,1,711.6666667,1,1,1,0.5,1
